EmployeeID,Name,Department,JobRole,MonthlyIncome,OverTime,Attrition_Probability,Attrition_Risk_Level,EngagementScore,Engagement_Category,CurrentSkills,MissingSkills,SkillGapCount,UpskillingRecommendation
1007,Employee #1007,Research & Development,Manufacturing Director,10845.0,No,0.0039,LOW,82.09,HIGH,"Budgeting, Operations Management, ERP","Supply Chain, Lean Six Sigma",2,Global Supply Chain Operations & Logistics Architecture; Lean Six Sigma Green Belt Enterprise Certification
1009,Employee #1009,Research & Development,Manufacturing Director,4377.0,No,0.0116,LOW,87.69,HIGH,"Budgeting, Lean Six Sigma","Supply Chain, Operations Management, ERP",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
1010,Employee #1010,Research & Development,Laboratory Technician,3743.0,Yes,0.4837,MEDIUM,91.48,HIGH,"Sample Preparation, Lab Safety, Excel","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1011,Employee #1011,Research & Development,Manufacturing Director,4148.0,No,0.0442,LOW,72.97,MEDIUM,"Budgeting, Operations Management, Lean Six Sigma","Supply Chain, ERP",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: ERP
1012,Employee #1012,Research & Development,Research Scientist,1051.0,No,0.1067,LOW,61.45,MEDIUM,"Data Analysis, Python, Machine Learning","Statistics, R, Lab Equipment",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
1013,Employee #1013,Research & Development,Manufacturing Director,10739.0,No,0.0051,LOW,79.51,HIGH,"Budgeting, ERP","Supply Chain, Operations Management, Lean Six Sigma",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
1014,Employee #1014,Research & Development,Healthcare Representative,10388.0,Yes,0.2157,LOW,85.39,HIGH,"Patient Care, Customer Service","Medical Records, EMR Software, Communication",3,Professional Skill Development: Medical Records; Healthcare Electronic Medical Records Administration
1015,Employee #1015,Research & Development,Research Director,11416.0,Yes,0.0205,LOW,94.72,HIGH,"Data Analysis, R&D Strategy, Grant Writing, Python",Leadership,1,Professional Skill Development: Leadership
1016,Employee #1016,Research & Development,Research Scientist,2600.0,Yes,0.7239,HIGH,82.67,HIGH,"Lab Equipment, Data Analysis, Statistics, Machine Learning, Python",R,1,Statistical Computing & Data Visualization in R
1017,Employee #1017,Research & Development,Laboratory Technician,2422.0,No,0.5024,HIGH,92.69,HIGH,"Quality Control, Data Entry","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1018,Employee #1018,Research & Development,Manufacturing Director,5472.0,No,0.0033,LOW,67.09,MEDIUM,"Operations Management, Supply Chain, Budgeting","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
1019,Employee #1019,Research & Development,Laboratory Technician,2451.0,No,0.7009,HIGH,63.33,MEDIUM,"Lab Safety, Sample Preparation, Excel","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1022,Employee #1022,Research & Development,Healthcare Representative,4240.0,No,0.0392,LOW,83.83,HIGH,"EMR Software, Medical Records, Customer Service","Patient Care, Communication",2,Professional Skill Development: Patient Care; Professional Skill Development: Communication
1024,Employee #1024,Research & Development,Healthcare Representative,10999.0,No,0.0092,LOW,79.99,HIGH,"Medical Records, Communication, Customer Service","Patient Care, EMR Software",2,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
1025,Employee #1025,Research & Development,Manufacturing Director,5003.0,No,0.0243,LOW,77.57,HIGH,"ERP, Budgeting, Supply Chain","Operations Management, Lean Six Sigma",2,Professional Skill Development: Operations Management; Lean Six Sigma Green Belt Enterprise Certification
1026,Employee #1026,Research & Development,Manufacturing Director,12742.0,No,0.0068,LOW,77.55,HIGH,"Lean Six Sigma, Operations Management","Supply Chain, ERP, Budgeting",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: ERP
1027,Employee #1027,Research & Development,Manufacturing Director,4227.0,No,0.0192,LOW,69.35,MEDIUM,"Supply Chain, Budgeting","Operations Management, ERP, Lean Six Sigma",3,Professional Skill Development: Operations Management; Professional Skill Development: ERP
1028,Employee #1028,Research & Development,Laboratory Technician,3917.0,No,0.0578,LOW,67.68,MEDIUM,"Quality Control, Data Entry","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1029,Employee #1029,Sales,Manager,18303.0,No,0.0222,LOW,90.72,HIGH,"Leadership, Strategic Planning","Project Management, Budgeting, Performance Management",3,Professional Skill Development: Project Management; Professional Skill Development: Budgeting
1030,Employee #1030,Research & Development,Laboratory Technician,2380.0,No,0.1226,LOW,58.81,MEDIUM,"Excel, Lab Safety, Data Entry","Sample Preparation, Quality Control",2,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
1032,Employee #1032,Research & Development,Manufacturing Director,13726.0,Yes,0.0292,LOW,58.47,MEDIUM,"Operations Management, Budgeting, Supply Chain","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
1033,Employee #1033,Research & Development,Healthcare Representative,4777.0,No,0.4011,MEDIUM,57.19,MEDIUM,"EMR Software, Patient Care, Customer Service, Medical Records",Communication,1,Professional Skill Development: Communication
1034,Employee #1034,Research & Development,Healthcare Representative,6385.0,Yes,0.0645,LOW,72.28,MEDIUM,"Communication, Medical Records","Patient Care, Customer Service, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Customer Service
1035,Employee #1035,Research & Development,Research Director,19973.0,No,0.0012,LOW,57.08,MEDIUM,"Leadership, R&D Strategy, Python, Grant Writing",Data Analysis,1,Professional Skill Development: Data Analysis
1036,Employee #1036,Sales,Sales Executive,6861.0,Yes,0.4862,MEDIUM,68.51,MEDIUM,"Communication, Excel, Negotiation","CRM Software, Salesforce, Lead Generation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
1037,Employee #1037,Sales,Sales Executive,4969.0,No,0.683,HIGH,63.0,MEDIUM,"CRM Software, Negotiation, Communication","Salesforce, Lead Generation, Excel",3,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1038,Employee #1038,Sales,Manager,19845.0,No,0.0059,LOW,78.69,HIGH,"Budgeting, Project Management, Leadership","Strategic Planning, Performance Management",2,Executive Leadership & Strategic Workforce Planning; Professional Skill Development: Performance Management
1039,Employee #1039,Sales,Sales Executive,13320.0,Yes,0.0424,LOW,91.63,HIGH,"CRM Software, Excel, Salesforce, Communication","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
1040,Employee #1040,Sales,Sales Executive,6347.0,No,0.0003,LOW,56.95,MEDIUM,"CRM Software, Negotiation, Excel, Communication","Salesforce, Lead Generation",2,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1042,Employee #1042,Research & Development,Laboratory Technician,2743.0,No,0.1676,LOW,93.85,HIGH,"Sample Preparation, Excel, Data Entry","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
1043,Employee #1043,Research & Development,Manufacturing Director,10880.0,Yes,0.1309,LOW,84.23,HIGH,"ERP, Budgeting","Supply Chain, Operations Management, Lean Six Sigma",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
1044,Employee #1044,Sales,Sales Representative,2342.0,No,0.1009,LOW,65.69,MEDIUM,"Customer Service, Communication, Cold Calling","Salesforce, CRM",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: CRM
1045,Employee #1045,Sales,Manager,17650.0,No,0.0021,LOW,82.55,HIGH,"Performance Management, Leadership, Budgeting, Strategic Planning",Project Management,1,Professional Skill Development: Project Management
1046,Employee #1046,Research & Development,Laboratory Technician,4025.0,No,0.2284,LOW,76.59,HIGH,"Quality Control, Lab Safety","Sample Preparation, Data Entry, Excel",3,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
1047,Employee #1047,Sales,Sales Executive,9725.0,No,0.0055,LOW,66.86,MEDIUM,"Salesforce, Communication, CRM Software, Excel","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
1048,Employee #1048,Sales,Manager,11904.0,Yes,0.1502,LOW,59.49,MEDIUM,"Budgeting, Strategic Planning, Project Management","Leadership, Performance Management",2,Professional Skill Development: Leadership; Professional Skill Development: Performance Management
1049,Employee #1049,Human Resources,Human Resources,2177.0,No,0.1912,LOW,84.97,HIGH,"Payroll, Compliance, HRIS","Recruiting, Employee Relations, Workday",3,Professional Skill Development: Recruiting; Professional Skill Development: Employee Relations
1050,Employee #1050,Sales,Sales Executive,7525.0,No,0.037,LOW,61.48,MEDIUM,"Lead Generation, Salesforce, Excel, Communication","CRM Software, Negotiation",2,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1052,Employee #1052,Research & Development,Laboratory Technician,4834.0,No,0.3927,MEDIUM,55.14,MEDIUM,"Excel, Sample Preparation, Data Entry, Quality Control",Lab Safety,1,ISO Certified Laboratory Safety & Bio-hazard Compliance
1053,Employee #1053,Research & Development,Research Scientist,2042.0,Yes,0.8539,HIGH,79.51,HIGH,"Statistics, Lab Equipment, Python","Data Analysis, R, Machine Learning",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
1055,Employee #1055,Sales,Sales Representative,2220.0,Yes,0.3025,MEDIUM,66.09,MEDIUM,"Customer Service, CRM, Cold Calling","Salesforce, Communication",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
1056,Employee #1056,Sales,Sales Representative,1052.0,No,0.1769,LOW,55.81,MEDIUM,"Communication, CRM, Customer Service, Cold Calling",Salesforce,1,Salesforce CRM Administrator & Cloud Management
1060,Employee #1060,Research & Development,Research Scientist,2821.0,No,0.025,LOW,66.64,MEDIUM,"Statistics, R, Data Analysis, Machine Learning","Python, Lab Equipment",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Lab Equipment
1061,Employee #1061,Research & Development,Research Director,19237.0,Yes,0.0152,LOW,81.84,HIGH,"Leadership, Data Analysis","R&D Strategy, Grant Writing, Python",3,Professional Skill Development: R&D Strategy; Research Grant Writing & Innovation Funding Workshop
1062,Employee #1062,Research & Development,Healthcare Representative,4107.0,No,0.0376,LOW,62.09,MEDIUM,"Patient Care, Medical Records, Customer Service, EMR Software",Communication,1,Professional Skill Development: Communication
1066,Employee #1066,Sales,Sales Executive,8396.0,No,0.2834,MEDIUM,55.2,MEDIUM,"Lead Generation, CRM Software, Excel, Salesforce","Negotiation, Communication",2,Professional Skill Development: Negotiation; Professional Skill Development: Communication
1068,Employee #1068,Research & Development,Research Scientist,2007.0,No,0.032,LOW,93.7,HIGH,"R, Statistics, Lab Equipment","Python, Data Analysis, Machine Learning",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1069,Employee #1069,Research & Development,Research Director,19627.0,No,0.0009,LOW,94.09,HIGH,"R&D Strategy, Leadership, Grant Writing","Data Analysis, Python",2,Professional Skill Development: Data Analysis; Advanced Python Programming & Data Science Masterclass
1070,Employee #1070,Sales,Sales Executive,10686.0,No,0.0611,LOW,55.75,MEDIUM,"Excel, Salesforce, Lead Generation","CRM Software, Negotiation, Communication",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1071,Employee #1071,Research & Development,Research Scientist,2942.0,No,0.0073,LOW,94.35,HIGH,"Machine Learning, Lab Equipment, Data Analysis","Python, Statistics, R",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
1073,Employee #1073,Research & Development,Manufacturing Director,8858.0,No,0.0304,LOW,72.0,MEDIUM,"Lean Six Sigma, Operations Management, Budgeting, ERP",Supply Chain,1,Global Supply Chain Operations & Logistics Architecture
1074,Employee #1074,Research & Development,Manager,16756.0,No,0.0176,LOW,68.27,MEDIUM,"Strategic Planning, Leadership, Project Management","Budgeting, Performance Management",2,Professional Skill Development: Budgeting; Professional Skill Development: Performance Management
1076,Employee #1076,Sales,Sales Executive,10798.0,No,0.0422,LOW,84.81,HIGH,"Lead Generation, CRM Software, Excel, Negotiation","Salesforce, Communication",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
1077,Employee #1077,Sales,Sales Representative,2323.0,Yes,0.8174,HIGH,89.09,HIGH,"Salesforce, Cold Calling, Customer Service","Communication, CRM",2,Professional Skill Development: Communication; Professional Skill Development: CRM
1079,Employee #1079,Research & Development,Laboratory Technician,1416.0,No,0.6163,HIGH,64.09,MEDIUM,"Data Entry, Quality Control","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1080,Employee #1080,Research & Development,Research Scientist,4615.0,Yes,0.0234,LOW,58.45,MEDIUM,"Lab Equipment, Statistics, Data Analysis, Python","R, Machine Learning",2,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
1081,Employee #1081,Research & Development,Research Scientist,2461.0,Yes,0.0396,LOW,87.05,HIGH,"R, Data Analysis, Statistics","Python, Machine Learning, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1082,Employee #1082,Research & Development,Healthcare Representative,8722.0,No,0.1911,LOW,88.36,HIGH,"Customer Service, Patient Care","Medical Records, EMR Software, Communication",3,Professional Skill Development: Medical Records; Healthcare Electronic Medical Records Administration
1083,Employee #1083,Research & Development,Laboratory Technician,3955.0,No,0.316,MEDIUM,58.73,MEDIUM,"Sample Preparation, Quality Control, Data Entry","Lab Safety, Excel",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Excel
1084,Employee #1084,Research & Development,Manufacturing Director,9957.0,No,0.0324,LOW,55.81,MEDIUM,"Operations Management, Budgeting, ERP","Supply Chain, Lean Six Sigma",2,Global Supply Chain Operations & Logistics Architecture; Lean Six Sigma Green Belt Enterprise Certification
1085,Employee #1085,Research & Development,Research Scientist,3376.0,No,0.0047,LOW,82.58,HIGH,"Python, R, Data Analysis","Statistics, Machine Learning, Lab Equipment",3,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
1088,Employee #1088,Research & Development,Healthcare Representative,8823.0,No,0.0043,LOW,57.3,MEDIUM,"Customer Service, EMR Software, Patient Care, Medical Records",Communication,1,Professional Skill Development: Communication
1092,Employee #1092,Research & Development,Healthcare Representative,10322.0,No,0.0558,LOW,75.1,HIGH,"Patient Care, Medical Records, EMR Software","Customer Service, Communication",2,Professional Skill Development: Customer Service; Professional Skill Development: Communication
1094,Employee #1094,Research & Development,Laboratory Technician,4621.0,No,0.0366,LOW,71.35,MEDIUM,"Lab Safety, Data Entry, Excel","Sample Preparation, Quality Control",2,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
1096,Employee #1096,Research & Development,Manufacturing Director,10976.0,No,0.0036,LOW,76.15,HIGH,"Supply Chain, Lean Six Sigma, Operations Management","ERP, Budgeting",2,Professional Skill Development: ERP; Professional Skill Development: Budgeting
1097,Employee #1097,Research & Development,Research Scientist,3660.0,No,0.0054,LOW,83.16,HIGH,"Data Analysis, Machine Learning, Python","Statistics, R, Lab Equipment",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
1098,Employee #1098,Human Resources,Human Resources,10482.0,No,0.0486,LOW,72.24,MEDIUM,"Recruiting, Payroll, Employee Relations, Compliance","HRIS, Workday",2,Modern HRIS Technology & HR Analytics Management; Workday Human Capital Management Fundamentals
1099,Employee #1099,Research & Development,Healthcare Representative,7119.0,No,0.0149,LOW,80.27,HIGH,"EMR Software, Medical Records","Patient Care, Customer Service, Communication",3,Professional Skill Development: Patient Care; Professional Skill Development: Customer Service
1100,Employee #1100,Sales,Sales Executive,9582.0,Yes,0.4594,MEDIUM,79.89,HIGH,"Lead Generation, Salesforce, Communication","CRM Software, Negotiation, Excel",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1101,Employee #1101,Research & Development,Research Scientist,4508.0,No,0.2116,LOW,83.11,HIGH,"Statistics, R, Data Analysis, Machine Learning","Python, Lab Equipment",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Lab Equipment
1102,Employee #1102,Research & Development,Laboratory Technician,2207.0,No,0.1366,LOW,80.17,HIGH,"Data Entry, Quality Control","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1103,Employee #1103,Research & Development,Healthcare Representative,7756.0,No,0.1007,LOW,69.18,MEDIUM,"Medical Records, EMR Software, Patient Care","Customer Service, Communication",2,Professional Skill Development: Customer Service; Professional Skill Development: Communication
1105,Employee #1105,Sales,Sales Executive,6694.0,Yes,0.0669,LOW,69.46,MEDIUM,"Communication, Salesforce, Negotiation, Excel","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
1106,Employee #1106,Research & Development,Laboratory Technician,3691.0,Yes,0.114,LOW,66.63,MEDIUM,"Excel, Quality Control","Lab Safety, Sample Preparation, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1107,Employee #1107,Research & Development,Laboratory Technician,2377.0,No,0.4718,MEDIUM,68.27,MEDIUM,"Lab Safety, Excel, Sample Preparation","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1108,Employee #1108,Research & Development,Research Scientist,2313.0,Yes,0.911,HIGH,68.14,MEDIUM,"Lab Equipment, Python, R, Statistics","Data Analysis, Machine Learning",2,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
1109,Employee #1109,Research & Development,Manager,17665.0,No,0.0169,LOW,71.79,MEDIUM,"Strategic Planning, Project Management, Budgeting","Leadership, Performance Management",2,Professional Skill Development: Leadership; Professional Skill Development: Performance Management
1111,Employee #1111,Research & Development,Laboratory Technician,2596.0,No,0.5499,HIGH,89.33,HIGH,"Data Entry, Sample Preparation","Lab Safety, Quality Control, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
1113,Employee #1113,Sales,Sales Executive,4728.0,Yes,0.2092,LOW,73.12,MEDIUM,"Salesforce, CRM Software, Communication, Excel","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
1114,Employee #1114,Sales,Sales Executive,4302.0,No,0.0469,LOW,57.14,MEDIUM,"CRM Software, Salesforce, Negotiation, Lead Generation","Communication, Excel",2,Professional Skill Development: Communication; Professional Skill Development: Excel
1115,Employee #1115,Research & Development,Research Scientist,2979.0,No,0.0054,LOW,90.25,HIGH,"R, Data Analysis, Lab Equipment, Machine Learning","Python, Statistics",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
1116,Employee #1116,Research & Development,Manager,16885.0,No,0.0028,LOW,83.95,HIGH,"Budgeting, Leadership, Performance Management","Project Management, Strategic Planning",2,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
1117,Employee #1117,Sales,Sales Executive,5593.0,No,0.0027,LOW,77.79,HIGH,"Negotiation, Salesforce, Lead Generation, CRM Software","Communication, Excel",2,Professional Skill Development: Communication; Professional Skill Development: Excel
1118,Employee #1118,Research & Development,Healthcare Representative,10445.0,No,0.0301,LOW,82.3,HIGH,"EMR Software, Medical Records, Communication","Patient Care, Customer Service",2,Professional Skill Development: Patient Care; Professional Skill Development: Customer Service
1119,Employee #1119,Sales,Sales Executive,8740.0,Yes,0.1342,LOW,68.63,MEDIUM,"Negotiation, Communication, Salesforce, Excel","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
1120,Employee #1120,Research & Development,Research Scientist,2514.0,No,0.0254,LOW,71.15,MEDIUM,"Machine Learning, Lab Equipment, R","Python, Data Analysis, Statistics",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1121,Employee #1121,Research & Development,Manufacturing Director,7655.0,No,0.0018,LOW,78.59,HIGH,"Supply Chain, Budgeting, Operations Management","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
1124,Employee #1124,Sales,Manager,17465.0,No,0.015,LOW,62.76,MEDIUM,"Strategic Planning, Project Management, Performance Management","Leadership, Budgeting",2,Professional Skill Development: Leadership; Professional Skill Development: Budgeting
1125,Employee #1125,Sales,Sales Executive,7351.0,No,0.2895,MEDIUM,91.9,HIGH,"Lead Generation, CRM Software, Salesforce, Communication","Negotiation, Excel",2,Professional Skill Development: Negotiation; Professional Skill Development: Excel
1126,Employee #1126,Research & Development,Manufacturing Director,10820.0,No,0.1147,LOW,56.44,MEDIUM,"ERP, Supply Chain","Operations Management, Budgeting, Lean Six Sigma",3,Professional Skill Development: Operations Management; Professional Skill Development: Budgeting
1127,Employee #1127,Research & Development,Healthcare Representative,12169.0,No,0.0496,LOW,68.03,MEDIUM,"Communication, Customer Service, Medical Records","Patient Care, EMR Software",2,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
1128,Employee #1128,Research & Development,Research Director,19626.0,No,0.0099,LOW,91.72,HIGH,"Leadership, Data Analysis, Python","R&D Strategy, Grant Writing",2,Professional Skill Development: R&D Strategy; Research Grant Writing & Innovation Funding Workshop
1131,Employee #1131,Research & Development,Research Scientist,2070.0,Yes,0.2176,LOW,62.93,MEDIUM,"R, Statistics, Data Analysis","Python, Machine Learning, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1132,Employee #1132,Research & Development,Laboratory Technician,6782.0,No,0.2744,MEDIUM,65.26,MEDIUM,"Data Entry, Sample Preparation, Excel","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
1133,Employee #1133,Research & Development,Manufacturing Director,7779.0,No,0.0183,LOW,82.12,HIGH,"Lean Six Sigma, Supply Chain","Operations Management, ERP, Budgeting",3,Professional Skill Development: Operations Management; Professional Skill Development: ERP
1135,Employee #1135,Sales,Sales Representative,2791.0,No,0.1774,LOW,83.85,HIGH,"Cold Calling, Customer Service, CRM","Salesforce, Communication",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
1136,Employee #1136,Research & Development,Research Scientist,3201.0,No,0.1754,LOW,57.74,MEDIUM,"R, Data Analysis, Machine Learning, Python, Lab Equipment",Statistics,1,Professional Skill Development: Statistics
1137,Employee #1137,Sales,Sales Executive,4968.0,No,0.029,LOW,61.25,MEDIUM,"Excel, Salesforce, Negotiation","CRM Software, Communication, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Communication
1138,Employee #1138,Sales,Sales Executive,13120.0,No,0.0562,LOW,58.98,MEDIUM,"Negotiation, CRM Software, Communication","Salesforce, Lead Generation, Excel",3,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1140,Employee #1140,Research & Development,Manufacturing Director,4033.0,No,0.068,LOW,92.37,HIGH,"Budgeting, Lean Six Sigma, Supply Chain","Operations Management, ERP",2,Professional Skill Development: Operations Management; Professional Skill Development: ERP
1143,Employee #1143,Research & Development,Research Scientist,3291.0,No,0.0183,LOW,91.07,HIGH,"Machine Learning, Data Analysis, R, Statistics","Python, Lab Equipment",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Lab Equipment
1148,Employee #1148,Research & Development,Laboratory Technician,4272.0,No,0.6715,HIGH,58.13,MEDIUM,"Excel, Sample Preparation","Lab Safety, Quality Control, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
1150,Employee #1150,Research & Development,Manufacturing Director,5056.0,Yes,0.1193,LOW,76.56,HIGH,"Supply Chain, Operations Management, Budgeting","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
1152,Employee #1152,Human Resources,Human Resources,2844.0,No,0.0182,LOW,64.96,MEDIUM,"HRIS, Workday, Recruiting, Payroll","Employee Relations, Compliance",2,Professional Skill Development: Employee Relations; Professional Skill Development: Compliance
1154,Employee #1154,Research & Development,Research Scientist,2703.0,Yes,0.2987,MEDIUM,89.88,HIGH,"Data Analysis, Statistics, Lab Equipment, R","Python, Machine Learning",2,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1156,Employee #1156,Research & Development,Laboratory Technician,1904.0,No,0.3341,MEDIUM,71.1,MEDIUM,"Sample Preparation, Data Entry, Quality Control","Lab Safety, Excel",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Excel
1157,Employee #1157,Sales,Sales Executive,8224.0,Yes,0.7713,HIGH,70.75,MEDIUM,"Excel, Negotiation, Communication","CRM Software, Salesforce, Lead Generation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
1158,Employee #1158,Research & Development,Laboratory Technician,4766.0,Yes,0.586,HIGH,61.89,MEDIUM,"Quality Control, Excel, Data Entry","Lab Safety, Sample Preparation",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1160,Employee #1160,Research & Development,Laboratory Technician,2610.0,No,0.1625,LOW,80.47,HIGH,"Sample Preparation, Lab Safety, Excel","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1161,Employee #1161,Research & Development,Healthcare Representative,5731.0,No,0.0322,LOW,79.14,HIGH,"Patient Care, Medical Records, Communication, Customer Service",EMR Software,1,Healthcare Electronic Medical Records Administration
1162,Employee #1162,Research & Development,Research Scientist,2539.0,No,0.0405,LOW,62.14,MEDIUM,"Lab Equipment, R, Machine Learning","Python, Data Analysis, Statistics",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1163,Employee #1163,Sales,Sales Executive,5714.0,No,0.0681,LOW,93.25,HIGH,"Communication, Excel, Salesforce","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1164,Employee #1164,Human Resources,Human Resources,4323.0,No,0.2642,MEDIUM,57.9,MEDIUM,"Workday, Recruiting, Payroll, Employee Relations","HRIS, Compliance",2,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Compliance
1165,Employee #1165,Sales,Sales Executive,7336.0,No,0.1999,LOW,89.12,HIGH,"Communication, Negotiation, Lead Generation, Salesforce","CRM Software, Excel",2,Professional Skill Development: CRM Software; Professional Skill Development: Excel
1166,Employee #1166,Research & Development,Research Director,13499.0,No,0.0279,LOW,61.79,MEDIUM,"Leadership, Python","R&D Strategy, Grant Writing, Data Analysis",3,Professional Skill Development: R&D Strategy; Research Grant Writing & Innovation Funding Workshop
1167,Employee #1167,Sales,Sales Executive,13758.0,Yes,0.8702,HIGH,70.73,MEDIUM,"Excel, Lead Generation, Salesforce","CRM Software, Negotiation, Communication",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1171,Employee #1171,Sales,Sales Executive,5155.0,No,0.1698,LOW,68.64,MEDIUM,"Communication, CRM Software, Negotiation, Lead Generation","Salesforce, Excel",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Excel
1172,Employee #1172,Research & Development,Laboratory Technician,2258.0,No,0.0583,LOW,94.24,HIGH,"Quality Control, Lab Safety, Sample Preparation","Data Entry, Excel",2,Professional Skill Development: Data Entry; Professional Skill Development: Excel
